718,250
718,249
718,248
719,247
720,246
721,245
722,244
723,243
724,242
725,241
726,240
727,239
728,238
729,237
730,236
731,235
732,234
733,233
734,232
735,231
736,230
737,229
736,228
735,228
734,227
733,226
732,225
731,224
730,223
729,223
728,224
727,225
726,226
725,227
724,228
723,229
722,230
721,231
720,232
719,233
718,234
717,235
716,236
715,237
714,238
713,239
712,240
711,241
711,242
710,243
709,244
708,245
707,246
706,247
705,248
704,249
703,250
702,251
701,252
700,253
699,254
698,255
697,256
696,257
695,258
694,259
693,260
692,261
691,262
690,263
689,264
688,265
687,266
686,267
685,268
684,269
683,270
682,271
681,272
680,273
679,274
678,275
677,276
676,277
675,278
674,279
673,280
672,281
671,282
670,283
669,284
668,285
667,286
666,287
665,288
664,289
663,290
662,291
661,292
660,293
659,294
658,295
657,296
656,297
655,298
654,299
653,300
652,301
651,302
650,303
649,304
648,305
647,306
646,307
645,308
644,309
643,310
642,311
641,312
640,313
639,314
638,315
637,316
636,317
635,318
634,319
633,320
632,321
631,322
630,323
629,324
628,325
627,326
626,327
625,328
624,329
623,330
622,331
621,332
620,333
619,334
618,335
617,336
616,337
615,338
614,339
613,340
612,341
611,342
610,343
609,344
608,345
607,346
606,347
605,348
604,349
603,350
602,351
601,352
600,353
599,354
598,355
597,356
596,357
595,358
594,359
593,360
592,361
591,362
590,363
589,364
588,365
587,366
586,367
585,368
584,369
583,370
582,371
581,372
580,373
579,374
578,375
577,376
576,377
575,378
574,379
573,380
573,381
573,382
573,383
573,384
573,385
573,386
573,387
573,388
573,389
573,390
573,391
573,392
573,393
573,394
573,395
573,396
573,397
573,398
573,399
572,400
571,401
570,402
569,403
568,404
567,405
566,406
565,407
564,408
563,409
562,410
562,411
562,412
562,413
562,414
562,415
562,416
562,417
562,418
562,419
562,420
562,421
562,422
562,423
562,424
562,425
562,426
562,427
562,428
562,429
562,430
562,431
562,432
562,433
562,434
562,435
562,436
562,437
562,438
561,439
561,440
561,441
561,442
561,443
561,444
561,445
561,446
561,447
561,448
561,449
561,450
561,451
561,452
561,453
560,454
559,455
558,456
557,457
556,458
555,459
554,460
553,461
552,462
551,463
550,464
549,465
548,466
547,467
546,468
545,469
544,470
543,471
542,472
541,473
540,474
539,475
538,476
537,477
536,478
535,478
534,478
533,478
532,478
531,478
530,478
529,478
528,478
527,478
526,478
525,478
524,478
523,478
522,478
521,478
520,478
519,478
518,478
517,478
516,478
515,478
514,478
513,478
512,478
511,478
510,478
509,478
508,478
507,478
506,478
505,478
504,478
503,478
502,478
501,478
500,478
499,478
498,478
497,478
496,478
495,478
494,478
493,478
492,478
491,478
490,478
489,478
488,478
487,478
486,478
485,478
484,478
483,478
482,478
481,478
480,478
479,478
478,478
477,478
476,478
475,478
474,478
473,478
472,478
471,478
470,478
469,478
468,478
467,478
466,478
465,478
464,478
463,478
462,478
461,478
460,478
459,478
458,478
457,478
456,478
455,478
454,478
453,478
452,478
451,478
450,478
449,478
448,478
447,478
446,478
445,478
444,478
443,478
442,478
441,478
440,478
439,478
438,478
437,478
436,478
435,478
434,478
433,478
432,478
431,478
430,478
429,478
428,478
427,478
426,478
425,478
424,478
423,478
422,478
421,478
420,478
419,478
418,478
417,478
416,478
415,478
414,478
413,478
412,478
411,478
410,478
409,478
408,478
407,478
406,478
405,478
404,478
403,478
402,478
401,478
400,478
399,478
398,478
397,478
396,478
395,478
394,478
393,478
392,478
391,478
390,478
389,478
388,478
387,478
386,478
385,478
384,478
383,478
382,478
381,478
380,478
379,478
378,478
377,478
376,478
375,478
374,478
373,478
372,478
371,478
370,478
369,478
368,478
367,478
366,478
365,478
364,478
363,478
362,478
361,478
360,478
359,478
358,478
357,478
356,478
355,478
354,478
353,478
352,478
351,478
350,478
349,478
348,478
347,478
346,478
345,478
344,478
343,478
342,478
341,478
340,478
339,478
338,478
337,478
336,478
335,478
334,478
333,478
332,478
331,478
330,478
329,478
328,478
327,478
326,478
325,478
324,478
323,478
322,478
321,478
320,478
319,478
318,478
317,478
316,478
315,478
314,478
313,478
312,478
311,478
310,478
309,478
308,478
307,478
306,478
305,478
304,478
303,478
302,478
301,478
300,478
299,478
298,478
297,478
296,478
295,478
294,478
293,478
292,478
291,478
290,478
289,478
288,478
287,478
286,478
285,478
284,478
283,478
282,478
281,478
280,478
279,478
278,478
277,478
276,478
275,478
274,478
273,478
272,478
271,478
270,478
269,478
268,478
267,478
266,478
265,478
264,478
263,478
262,478
261,478
260,478
259,478
258,478
257,478
256,478
255,478
254,478
253,478
252,478
251,478
250,478
249,478
248,478
247,478
246,478
245,478
244,478
243,478
242,478
241,478
240,478
239,478
238,478
237,478
236,478
235,478
234,478
233,478
232,478
231,478
230,478
229,478
228,478
227,478
226,478
225,478
224,478
223,478
222,478
221,478
220,478
219,478
218,478
217,478
216,478
215,478
214,478
213,478
212,478
211,478
210,478
209,478
208,478
207,478
206,478
205,478
204,478
203,478
202,478
201,478
200,478
199,478
198,478
197,478
196,478
195,478
194,478
193,478
192,478
191,478
190,478
189,478
188,478
187,478
186,478
185,478
184,478
183,478
182,478
181,478
180,478
179,478
178,478
177,477
